station_id
IKILMA28
IENNIS16
ISHANK17
IDUBLINL2
IKILLI24
IDALKE19
IFOXRO6
IFOXRO1
IFOXRO3
ICABIN8
IDUNLA1
IDNLAO9
IDNLAO3
IDNLAO4
IDNLAO5
IBLACK227
ISTILL42
ISTILL46
ISTILL9
IDUNDR6
ISTILL8
IDUNDR9
IBALLI62
IDUNDRUM4
ICLONS2
ICLONS9
ICHURC61
IDUNDRUM6
ICHURC58
ICHURC27
ICHURC31
IBALLI62
IEDMON104
IRATHFAR2
IRATHF4
IBALLY72
IRATHF2
IEDMON218
IFIRHO2
IFIRHO4
IFIRHO7
IFIRHO1
IFIRHO5
ITEMPL4
ITEREN31
IDUBLI30
IDUBLI89
IDUBLI34
IDUBLI69
IDUBLI108
IDUBLI106
IDUBLI75
IPALME43
ICASTL66
IDUBLI101
IDUBLI9
IDUBLI67
IDUBLI100
IDUBLI91
IDUBLI5
IDUBLI120
IGLENC19
IGLENC23
IGLENC2
ITIBRA1
IDUNDRUM8
IDUBLINB2
IHOWTH5
IDUBLI83
IDUBLI97
IDUBLI13
IRAHENY2
IDUBLI39
IDUBLI29
IDUBLI60
IDUBLI79
IDUBLI5
IDUBLI26
IMALAHID6
IMALAH5
IMALAH12
ISWORD3
ISWORD5
ISWORD9
IDUBLIND28
IKILSA2
IDONAB8
IDONAB11
IDONAB7
ITHEWA2
IBLANC23
IBLANC18
IBLANC19
IBLANC25
IBLANC22
ILUCAN14
ILUCAN16
ILUCAN18
ILEIXL3
IDONAG17
IDONAG19
IKILDARE11
INEWCA850
IOUGHT4
IKILL3
IBODEN50
INAAS26
IRATHC2
IRATHM5
IWWAUROR2
IKILMA28
IMAYNO3
IMAYNO6
IDUNBO3
ICLANE6
ICLANE4
